,Text,Label,Clean Text
1298,@user @user is paid to attack the credibility of anyone who criticizes or accuses Trump of wrong doing. He is a paid political hitman disguised as a journalist. He is a hack! ,1, user user paid attack credibility anyone criticizes accuses trump wrong paid political hitman disguised journalist hack 
1299,@user HAVE YOU NOTICED HOW RACIST THE MEDIA IS THEY ONLY SHOW THE BLACK PLAYERS KNEELING AND NO ONE EVERY COMPLAINS ABOUT THAT ? ,0, user noticed racist medium show black player kneeling one every complains  
1300,@user Brennan sure as hell is. ,1, user brennan sure hell 
1301,Energy Independence: A 'bi-product' of Donald Trump's relentless pursuit to #MAGA! ,0, energy independence biproduct donald trump relentless pursuit maga 
1302,@user @user @user @user @user She is a disgusting Coont! ,1, user user user user user disgusting coont 
1303,@user @user @user @user He is building it. ,0, user user user user building 
1304,@user @user Ezra is a cockroach who needs to have light shone on. ,1, user user ezra cockroach need light shone 
1305,@user When will they learn.  People dont care about what they think about politics.  Just read your lines and entertain us.  Keep your stupid pins and fake tattoos and ribbons at home. #MAGA #Emmys ,1, user learn  people dont care think politics  read line entertain u  keep stupid pin fake tattoo ribbon home maga emmy 
1306,@user @user @user Be there with Bells on 👍✌️❤️ ,0, user user user bell  
1307,@user you've seen the reports and you might know more than me but have a look at how many businesses have closed down since the coalition of the @user @user and you talk of training people for business. ,0, user youve seen report might know look many business closed since coalition user user talk training people business 
1308,@user Agreed...he is the future! ,0, user agreedhe future 
1309,@user I’m sooo happy you are a Gator!! 🐊💙🐊💙🐊 ,0, user im sooo happy gator  
1310,"@user @user @user Andy, you literally went on vacation right after making that pressing"""" announcement. You're a joke and this is why real conservatives are turning to Bernier"""" ",0, user user user andy literally went vacation right making pressing announcement youre joke real conservative turning bernier 
1311,@user @user is there any reason why you believe you are relevant anymore? You weren't relevant when you were Secretary of State all you wanted to do is give away everything to our enemies. Go crawl back under the rock with Barry Soweto ,0, user user reason believe relevant anymore werent relevant secretary state wanted give away everything enemy go crawl back rock barry soweto 
1312,"@user 2D is a puppet for el mierdas"""" Wowowow!!! I was crying when I see the video ",0, user puppet el mierdas wowowow cry see video 
1313,@user @user Don’t they have strong gun control in Chicago? So nobody should be getting shot. Oh that’s right only law abiding citizens are being shot because criminals don’t understand they can’t have guns...Gun control is not about controlling guns it’s about controlling citizens! ,0, user user dont strong gun control chicago nobody getting shot oh thats right law abiding citizen shot criminal dont understand cant gunsgun control controlling gun controlling citizen 
1314,@user @user @user So ist es! #TheDeepState #Jesuiten #Cabal #satanists #NWO #KalergiPlan ~ #KalergiPreis #WhiteGenocide #COMMUNISM #Antifa #AlbertPike1871 ‼️ #DrainTheSwamp #LockThemAllUp #Guantanamo #EXPROPRIATE #QAnon 🐇🕳️ @user @user @user #POTUS45 #Trump2020 ,0, user user user ist e thedeepstate jesuiten cabal satanist nwo kalergiplan  kalergipreis whitegenocide communism antifa albertpike  draintheswamp lockthemallup guantanamo expropriate qanon  user user user potus trump 
1315,@user So innocent until PROVEN guilty only applies to liberals????? ,0, user innocent proven guilty applies liberal 
1316,@user @user I could care less about  his viewpoints as he is NOT a hero of mine and I prefer a more scholar-like man in  conservatism such as X.Not everyone has to take his stance as  heroic and may look to other leaders to define what a hero is. You don’t get to think for other people ,0, user user could care le  viewpoint hero mine prefer scholarlike man  conservatism xnot everyone take stance  heroic may look leader define hero dont get think people 
1317,@user She is such a witch.  All she needs is a broom ,1, user witch  need broom 
1318,"@user @user @user @user i feel like generally the principle i would use is punching up""""  if you're taking people down then good. if you're like...just giving them a bigger audience then welp, you done f'ed up  i would compare it to antifa stuff (i mean, that is in fact what it is)"""" ",0, user user user user feel like generally principle would use punching  youre taking people good youre likejust giving bigger audience welp done fed  would compare antifa stuff mean fact 
1319,"@user The important distinction here being Ex-attorney general"""" ..so frankly Yasir..nobody gives a rats pyjamas what you think..now piss off and find another trough to wallow in..liberals are finished in Ontario."""" ",0, user important distinction exattorney general frankly yasirnobody give rat pyjama thinknow piss find another trough wallow inliberals finished ontario 
1320,@user @user No. I think he knows @user is going to lose anyway and he has nothing to lose in this battle. He is like a suicide bomber can only think tactically unfortunately he can only lie to stay in news. ,1, user user think know user going lose anyway nothing lose battle like suicide bomber think tactically unfortunately lie stay news 
1321,@user EXACTLY!  Nice 😊 ,0, user exactly  nice  
1322,@user Disgusting ,1, user disgusting 
1323,@user @user @user cares a great deal about how he is perceived. The number of people who died is largely irrelevant to him as long as he doesn't look bad. Not sure how blaming Democrats fits with Trump's amorality and lack of empathy but his inability to take responsibility fits. ,1, user user user care great deal perceived number people died largely irrelevant long doesnt look bad sure blaming democrat fit trump amorality lack empathy inability take responsibility fit 
1324,@user @user We must pray every single day. ,0, user user must pray every single day 
1325,@user @user Miriam ,1, user user miriam 
1326,@user Proud. Shit is fire no matter what weather you’re in. No matter if your house temperature is high or low. Everyone’s just too pussy to get in the water for 1 min. Cuz after that you get used to the temp ,1, user proud shit fire matter weather youre matter house temperature high low everyones pussy get water  min cuz get used temp 
1327,@user No she is just informing the public of the horrible goings on in the trump White House. ,0, user informing public horrible going trump white house 
1328,@user HEY BEE ITCH YOU WILL BE INDICTED AND WILL GO TO GITMO ,1, user hey bee itch indicted go gitmo 
1329,@user god you are adorable ,0, user god adorable 
1330,@user By 'democracy' of course he means the Democrat party. ,0, user democracy course mean democrat party 
