Text,Label,Clean Text
"@user @user FYI - calling a woman a 'skank' never discredits her, it just makes you sound like an asshole th… ",1, user user fyi  calling woman skank never discredit make sound like asshole th 
@user Bitch is a ugly 3rd world kunt wit no ass and flopper jugs. Hate her ,1, user bitch ugly rd world kunt wit as flopper jug hate 
"Another day, and another one of @user pedophile “Dreamers” have raped another little girl.  Polk Sheriff: Illegal Alien Arrested for Rape of 8-Year-Old Girl in Florida  #NoDACA #NoAmnesty #BuildTheDamnWall #ThanQ #QAnon ",0, another day another one user pedophile dreamer raped another little girl  polk sheriff illegal alien arrested rape yearold girl florida  nodaca noamnesty buildthedamnwall thanq qanon 
make up your mind your going to take their benefits away so r u going to do the same to the young migrants punish ur own and let off others ,1, make mind going take benefit away r u going young migrant punish ur let others 
"@user @user @user Please discuss who will pay for all the services immigrants receive. 10K or more per child per year, education alone. Who will pay this and everything else?? ",1, user user user please discus pay service immigrant receive k per child per year education alone pay everything else 
"@user Ho, man, that was the prettiest girl I've ever seen. ",1, user ho man prettiest girl ive ever seen 
@user Sold out to the chicken hawks ya cock 👊🏿 that's You officially part of the swamp GOFUCKYERSEL 👊🏿 ,1, user sold chicken hawk ya cock  thats officially part swamp gofuckyersel  
When you wake in a randoms bed with no recollection of who she is or how you got there ,0, wake randoms bed recollection got 
@user I'll take you in. DM me NOW SLUT ,0, user ill take dm slut 
@user Fuck you pussy ,0, user fuck pussy 
"RT @user  shut the fuck up and come suck my dick "" ",0, rt user  shut fuck come suck dick  
"The separation of powers is as American as apple pie (which is not American in origin lolol). However, all this anti-immigrant attitude that hides behind nationalism is pretty American in nature considering USA has always put laws against immigrant pops. since early 1800s. ",0, separation power american apple pie american origin lolol however antiimmigrant attitude hide behind nationalism pretty american nature considering usa always put law immigrant pop since early 
How keyboard gangsters feel leaving their stupid ass comments ,1, keyboard gangster feel leaving stupid as comment 
Italy: Holidaymakers and locals help rescue 56 migrants who arrive by boat ,0, italy holidaymaker local help rescue  migrant arrive boat 
@user Where's the punchline to 'Fuck you cunt go die in a ditch whore'? That's not even in the form of a fo… ,0, user wheres punchline fuck cunt go die ditch whore thats even form fo 
Ex-Teacher Pleads Not guilty To Rape Charges ,0, exteacher pleads guilty rape charge 
"@user @user @user youre only tough because this is Twitter. In reality, youre a pussy ass bitch. Stfu. Snowflake #MAGA2020 ",0, user user user youre tough twitter reality youre pussy as bitch stfu snowflake maga 
@user Whatever it takes. Take the money out of welfare payments to the lazy and use that. Take it from aid to Mexico and South and Central America. Just #BuildThatWall . ,0, user whatever take take money welfare payment lazy use take aid mexico south central america buildthatwall  
"Read the article, look @user brief on proposed changes to public charge rule. And join us in KC on Aug. 24 for a discussion w/National Immigration Law Center. ",0, read article look user brief proposed change public charge rule join u kc aug  discussion wnational immigration law center 
"The noise on here is deafening. Tales of colonialism causing refugees, etc. Noise.The root of the crisis is the Sovereign Debt Crisis, not dissimilar to 1932. This is what's causing the collapse and we've been tracking it daily here since 2011. ",1, noise deafening tale colonialism causing refugee etc noisethe root crisis sovereign debt crisis dissimilar  whats causing collapse weve tracking daily since  
Redwood is a traitorous cunt to every man woman and child in the UK. What a buffoon. ,0, redwood traitorous cunt every man woman child uk buffoon 
missing something when did the EU meddle in countries legislate outwith its remit migrants from outside the Eu can have benefits  stopped ,0, missing something eu meddle country legislate outwith remit migrant outside eu benefit  stopped 
Pro Tip- Keep my name out ya fuckin mouth ,0, pro tip keep name ya fuckin mouth 
@user PS: so happy we kicked your ass off the continent in 1776. Can't imagine living in a socialist rat hole emulating 1984. ,0, user p happy kicked as continent  cant imagine living socialist rat hole emulating  
Shoutout to all the girls that can't go swimming this summer cause their body will wash off... ,0, shoutout girl cant go swimming summer cause body wash 
Nah that bitch sucking ass hole and you vibin😷😷Fuck outta here young rainbow ,0, nah bitch sucking as hole vibinfuck outta young rainbow 
Head so sloppy had to get that bitch a bib ,1, head sloppy get bitch bib 
Please donate to stop the Illegal Invaders and help #BuildThatWall@realDonaldTrump #MAGA#WWG1WGA ,1, please donate stop illegal invader help buildthatwallrealdonaldtrump magawwgwga 
"@user Erin,  shouldn’t you be covering Stormy.   Forget Korea, Iran, Israel, and illegal immigration.  You know how to find the real story.  Find that tree. ",1, user erin  shouldnt covering stormy   forget korea iran israel illegal immigration  know find real story  find tree 
You actually found them there so you’re the immigrant on the land you claim ,1, actually found youre immigrant land claim 
"#EU migration policy has killed over 1,500 refugees at sea so far this year ",0, eu migration policy killed  refugee sea far year 
"Apparently asking a doctor if she wants to come to your room and play doctor, is not an appropriate question ",0, apparently asking doctor want come room play doctor appropriate question 
@user Anita is equating gamergate to cosby and weinstein so she can equate herself to actual rape victims so she can keep playing the card ,0, user anita equating gamergate cosby weinstein equate actual rape victim keep playing card 
not having a wall is like living in a big city and never locking your doors. #BuildThatWall #redpill ,0, wall like living big city never locking door buildthatwall redpill 
@user The girl who accused Kobe Bryant of rape wouldn't testify either. He admitted to the affair not assault. Case dismissed. ,1, user girl accused kobe bryant rape wouldnt testify either admitted affair assault case dismissed 
Waking up Sunday morning hungover as fuck like... ,1, waking sunday morning hungover fuck like 
"Wow, looks like you're about to be induced on the ""fun"" game all your people are being forced into by ""peaceful"" muslim immigrants @user @user ",0, wow look like youre induced fun game people forced peaceful muslim immigrant user user 
@user What a liar - get the story I paid him $380k after the fact because he attacked me. What a skank and so is every woman who looks the other way on this story because of the greater good. ,0, user liar  get story paid k fact attacked skank every woman look way story greater good 
my echo chamber is gonna be negative till immigrant children being held in detention centers are not abused ,1, echo chamber gonna negative till immigrant child held detention center abused 
"The 2019 DHS Funding Bill  aka the ""Smugglers' Relief Act"" by  On immigration, whatever side you’re on, so is Kansas Rep. Kevin Yoder @user because Money Matters to the career politicianshttps://t.co/B9z7PWsiuA ",1,  dhs funding bill  aka smuggler relief act  immigration whatever side youre kansa rep kevin yoder user money matter career politicianshttpstcobzpwsiua 
